priority,category,channel,customer_tier,assigned_group,num_reassignments,response_time_first,sla_breached,resolution_seconds,time_to_deadline_seconds
P3,billing,chat,standard,team_d,0,63.55379665,1,,86400.0
P2,network,email,standard,team_b,2,75.67821354,0,,28800.0
P4,software,portal,standard,team_d,1,10.43218831,1,,172800.0
P2,software,chat,standard,team_d,1,58.30440912,0,,28800.0
P3,billing,chat,standard,team_d,1,1.395467053,1,,86400.0
P4,billing,portal,standard,team_a,2,34.18893607,1,82253412.0,172800.0
P3,network,email,standard,team_a,0,20.15682302,1,69316404.0,86400.0
P4,billing,phone,standard,team_b,0,389.9328381,0,,172800.0
P4,billing,email,standard,team_d,1,153.6693963,0,,172800.0
P3,hardware,portal,standard,team_a,0,9.579531248,1,,86400.0
P3,software,phone,standard,team_b,2,149.6035228,1,80250540.0,86400.0
P2,software,phone,enterprise,team_a,0,32.55857171,1,,28800.0
P4,billing,portal,standard,team_a,0,51.57309576,0,,172800.0
P2,software,portal,enterprise,team_a,0,45.78385495,0,,28800.0
P4,hardware,phone,standard,team_c,1,77.71192156,1,,172800.0
P3,billing,phone,standard,team_d,0,24.47419611,1,,86400.0
P3,software,portal,standard,team_c,1,4.333766756,1,,86400.0
P2,network,portal,standard,team_a,0,32.43864238,1,81139674.0,28800.0
P3,billing,chat,enterprise,team_b,0,47.18230488,0,,86400.0
P2,network,email,enterprise,team_a,2,48.56925975,1,,28800.0
P2,billing,phone,standard,team_d,0,94.38567352,0,87166350.0,28800.0
P2,billing,phone,standard,team_b,0,2.714018281,1,,28800.0
P2,billing,phone,enterprise,team_a,0,265.8445925,1,,28800.0
P3,software,phone,enterprise,team_c,0,279.7997644,0,66815070.0,86400.0
P3,billing,phone,vip,team_c,2,6.256121522,0,64719924.0,86400.0
P1,hardware,phone,enterprise,team_b,1,25.29726869,1,,14400.0
P3,billing,chat,standard,team_b,0,53.54136913,0,,86400.0
P4,network,portal,enterprise,team_b,0,28.03971228,0,78764022.0,172800.0
P3,hardware,chat,standard,team_c,0,40.12187345,1,,86400.0
P4,hardware,chat,standard,team_d,0,23.66513268,1,76887798.0,172800.0
P1,software,phone,vip,team_c,2,74.71547012,1,,14400.0
P4,software,phone,standard,team_c,0,27.1550298,1,73090218.0,172800.0
P3,software,phone,standard,team_b,0,33.71518032,1,,86400.0
P3,network,email,enterprise,team_a,0,51.46825461,0,,86400.0
P3,hardware,phone,standard,team_c,0,208.8168953,0,,86400.0
P3,software,phone,standard,team_c,0,61.60057584,1,72009870.0,86400.0
P3,network,phone,standard,team_c,0,6.116724519,1,,86400.0
P3,hardware,portal,standard,team_d,2,23.04282313,0,,86400.0
P1,billing,portal,standard,team_d,1,32.65410789,1,81120306.0,14400.0
P3,hardware,phone,enterprise,team_d,1,80.86454464,1,,86400.0
P4,hardware,phone,standard,team_d,0,35.53033565,0,,172800.0
P3,software,portal,standard,team_b,0,64.57070872,0,81792312.0,86400.0
P2,network,chat,standard,team_d,0,109.76572,0,,28800.0
P2,hardware,chat,standard,team_b,1,6.611502273,1,73378116.0,28800.0
P1,software,portal,standard,team_b,0,87.07931257,1,83197500.0,14400.0
P1,billing,chat,standard,team_b,0,82.12608238,1,86309022.0,14400.0
P2,network,portal,vip,team_d,1,102.7921087,1,,28800.0
P1,hardware,portal,standard,team_a,2,187.5046477,0,76237200.0,14400.0
P2,network,portal,standard,team_a,0,22.2288724,1,83799480.0,28800.0
P3,billing,chat,standard,team_c,0,33.62411755,0,85247784.0,86400.0
P4,billing,phone,enterprise,team_a,2,18.28415998,1,,172800.0
P4,billing,email,enterprise,team_a,0,23.77001467,0,,172800.0
P2,network,phone,vip,team_c,0,24.01307026,1,75732240.0,28800.0
P2,billing,portal,standard,team_b,1,122.309502,0,64328292.0,28800.0
P3,software,phone,standard,team_d,1,3.897809017,1,73861332.0,86400.0
P2,software,chat,enterprise,team_a,0,13.59135066,1,65103768.0,28800.0
P3,network,email,enterprise,team_a,1,56.58245303,1,,86400.0
P3,billing,phone,standard,team_d,1,86.9399381,1,79875354.0,86400.0
P3,hardware,chat,enterprise,team_a,0,71.71605906,0,73720716.0,86400.0
P4,hardware,phone,standard,team_a,0,2.861713398,1,,172800.0
P4,hardware,portal,standard,team_d,1,36.28558699,0,,172800.0
P4,network,chat,standard,team_d,1,12.23528821,0,91082928.0,172800.0
P2,software,email,vip,team_d,0,266.0861975,0,,28800.0
P4,hardware,portal,standard,team_c,2,408.3099286,1,89392884.0,172800.0
P3,billing,email,standard,team_d,0,3.134374597,1,76599156.0,86400.0
P3,software,email,standard,team_a,0,66.107383,1,,86400.0
P4,hardware,email,enterprise,team_b,0,100.6196399,0,,172800.0
P4,network,phone,standard,team_b,0,23.56299127,1,83715660.0,172800.0
P4,billing,phone,standard,team_d,0,70.97896593,0,91722804.0,172800.0
P3,network,chat,enterprise,team_b,1,12.47080883,0,89786898.0,86400.0
P3,hardware,email,enterprise,team_d,1,8.215140816,1,,86400.0
P3,hardware,phone,standard,team_c,1,155.6579705,0,79943664.0,86400.0
P4,billing,email,standard,team_c,0,61.72319103,0,,172800.0
P3,software,phone,standard,team_a,0,101.8788518,1,,86400.0
P3,network,email,standard,team_c,1,45.64872122,0,,86400.0
P3,network,portal,standard,team_c,0,10.08562098,1,,86400.0
P1,hardware,portal,standard,team_c,1,28.35932629,0,,14400.0
P4,software,phone,standard,team_c,0,128.0500616,0,73359804.0,172800.0
P1,software,chat,standard,team_d,0,0.943778539,1,85417206.0,14400.0
P3,network,chat,standard,team_a,0,13.92936495,0,85205202.0,86400.0
P4,billing,portal,enterprise,team_d,0,17.52442997,1,88655700.0,172800.0
P3,software,chat,standard,team_b,0,18.30969928,0,,86400.0
P4,network,portal,standard,team_c,0,6.2274845,1,,172800.0
P4,billing,portal,standard,team_d,0,113.1192693,0,77360430.0,172800.0
P1,network,chat,enterprise,team_a,0,10.42649327,0,91746000.0,14400.0
P3,hardware,email,standard,team_b,0,106.2025978,0,,86400.0
P3,network,portal,enterprise,team_a,1,26.31604477,0,,86400.0
P3,network,phone,vip,team_d,1,36.67391609,0,,86400.0
P3,hardware,chat,standard,team_b,1,37.28876742,0,,86400.0
P3,software,portal,standard,team_a,0,74.92750452,1,,86400.0
P2,billing,email,standard,team_d,2,78.84954875,0,,28800.0
P3,network,chat,standard,team_b,1,61.41385591,0,80731932.0,86400.0
P1,hardware,portal,standard,team_a,0,89.1717837,0,67737600.0,14400.0
P2,network,chat,enterprise,team_c,1,0.500270546,1,,28800.0
P3,billing,email,vip,team_b,1,42.16887735,0,,86400.0
P3,hardware,chat,standard,team_a,0,44.54344019,0,,86400.0
P2,billing,phone,standard,team_c,1,16.41411554,1,,28800.0
P4,software,email,standard,team_d,2,48.76598666,0,63774042.0,172800.0
P3,hardware,phone,standard,team_b,0,37.77174907,0,,86400.0
P4,hardware,portal,standard,team_b,2,38.33230343,0,,172800.0
P3,hardware,phone,standard,team_a,1,7.564449578,1,,86400.0
P2,network,phone,standard,team_d,1,34.28365952,0,,28800.0
P4,software,chat,enterprise,team_d,0,87.25659481,1,77971404.0,172800.0
P3,software,email,enterprise,team_a,1,31.65694669,1,76016100.0,86400.0
P3,billing,portal,standard,team_b,0,40.10708952,1,,86400.0
P3,software,chat,standard,team_a,1,205.6286064,0,,86400.0
P2,billing,email,standard,team_a,0,123.2424693,0,,28800.0
P3,software,chat,enterprise,team_b,0,158.4516695,0,,86400.0
P1,hardware,portal,standard,team_c,1,4.851558257,1,,14400.0
P3,billing,email,standard,team_c,0,57.83135537,1,76412670.0,86400.0
P4,hardware,phone,standard,team_c,0,15.17070914,1,61358478.0,172800.0
P4,hardware,email,standard,team_d,1,31.07541055,0,,172800.0
P1,network,portal,standard,team_a,0,68.31923256,0,65091600.0,14400.0
P4,network,email,standard,team_a,1,51.89521951,0,,172800.0
P3,hardware,phone,standard,team_b,3,42.28068213,0,,86400.0
P2,billing,portal,standard,team_b,0,101.0653479,0,68491242.0,28800.0
P4,hardware,phone,enterprise,team_a,0,68.85528916,0,,172800.0
P3,hardware,chat,standard,team_b,1,103.2372898,1,73018392.0,86400.0
P2,billing,phone,standard,team_a,0,161.2351018,0,,28800.0
P2,hardware,email,standard,team_a,2,74.68160531,0,87249600.0,28800.0
P3,software,portal,standard,team_a,0,30.19083674,1,,86400.0
P1,billing,phone,standard,team_b,1,14.35472582,0,82917138.0,14400.0
P4,hardware,phone,enterprise,team_b,0,18.95792375,1,78793440.0,172800.0
P3,software,email,standard,team_c,1,30.31348777,0,,86400.0
P3,billing,portal,standard,team_d,0,80.84544651,0,,86400.0
P1,hardware,email,standard,team_a,2,2.458987513,1,65425764.0,14400.0
P4,software,chat,enterprise,team_d,1,101.0113835,1,,172800.0
P3,software,email,standard,team_c,0,85.16251661,1,,86400.0
P3,hardware,portal,standard,team_b,1,41.51887001,0,,86400.0
P4,hardware,chat,standard,team_a,0,30.61622935,0,,172800.0
P1,network,chat,standard,team_a,0,7.174128773,1,83331930.0,14400.0
P3,software,portal,standard,team_b,0,20.5242049,0,,86400.0
P3,billing,email,enterprise,team_b,0,6.966960507,1,67876014.0,86400.0
P3,software,phone,enterprise,team_a,0,102.5172248,0,92307534.0,86400.0
P2,software,phone,enterprise,team_a,2,42.71997001,1,,28800.0
P2,hardware,email,standard,team_c,0,17.00441583,1,72501294.0,28800.0
P3,software,chat,standard,team_d,2,1.095297662,1,77477502.0,86400.0
P4,network,chat,enterprise,team_d,1,44.53028438,0,,172800.0
P3,billing,email,standard,team_c,0,83.68066733,1,,86400.0
P2,network,portal,enterprise,team_d,0,87.27279529,0,,28800.0
P4,hardware,email,enterprise,team_c,0,14.48045269,0,,172800.0
P3,billing,phone,enterprise,team_a,0,318.6478355,0,,86400.0
P3,software,email,standard,team_a,0,50.46820104,1,77014410.0,86400.0
P3,billing,phone,standard,team_c,0,24.20865837,0,86933406.0,86400.0
P3,network,chat,standard,team_a,0,29.9345887,0,,86400.0
P3,network,email,standard,team_a,1,7.973279927,1,76225410.0,86400.0
P1,billing,portal,enterprise,team_d,0,40.79678354,1,,14400.0
P4,billing,portal,enterprise,team_a,0,83.97382576,1,,172800.0
P2,network,phone,enterprise,team_b,0,31.59800441,0,,28800.0
P2,software,portal,standard,team_c,1,120.9779355,1,,28800.0
P2,network,phone,vip,team_d,0,38.86202774,0,,28800.0
P4,network,phone,standard,team_c,1,138.5221204,0,77263188.0,172800.0
P3,hardware,email,standard,team_a,0,72.88256718,1,,86400.0
P4,software,chat,standard,team_b,0,3.394837066,1,82264224.0,172800.0
P3,network,chat,standard,team_b,0,4.162127831,1,,86400.0
P2,software,portal,standard,team_d,0,96.59820346,0,,28800.0
P3,hardware,portal,standard,team_c,0,26.48018569,1,64988754.0,86400.0
P3,billing,chat,standard,team_b,0,12.58736746,0,84170286.0,86400.0
P3,software,email,enterprise,team_b,0,120.2914354,0,,86400.0
P2,network,phone,standard,team_a,0,245.5647489,0,,28800.0
P4,hardware,portal,standard,team_c,0,99.24987473,1,82406196.0,172800.0
P4,billing,portal,standard,team_a,0,77.48731508,1,79321542.0,172800.0
P3,hardware,chat,standard,team_d,0,0.057541169,1,63145542.0,86400.0
P4,network,phone,enterprise,team_b,0,6.721220337,1,,172800.0
P3,hardware,chat,standard,team_d,0,66.69160184,1,,86400.0
P1,network,phone,standard,team_a,0,31.61369315,1,,14400.0
P3,hardware,email,enterprise,team_b,1,1.180048034,1,85492542.0,86400.0
P2,hardware,phone,standard,team_c,1,81.02544755,1,,28800.0
P2,software,phone,enterprise,team_a,1,32.55601557,0,,28800.0
P2,software,phone,enterprise,team_b,0,64.52158923,1,,28800.0
P4,software,phone,enterprise,team_d,0,37.90458533,0,,172800.0
P3,hardware,email,standard,team_c,0,1.611306381,0,,86400.0
P4,network,chat,standard,team_d,0,60.62365213,0,,172800.0
P2,software,portal,standard,team_b,0,93.09448025,0,69530400.0,28800.0
P2,billing,chat,standard,team_b,0,10.17451701,0,,28800.0
P4,network,portal,standard,team_c,0,133.0296848,1,,172800.0
P3,hardware,phone,standard,team_a,1,12.02144064,1,,86400.0
P4,billing,portal,vip,team_a,0,32.97779545,1,61165158.0,172800.0
P1,software,phone,standard,team_b,2,44.94332202,0,,14400.0
P4,network,portal,enterprise,team_b,0,22.60091893,1,,172800.0
P3,network,portal,standard,team_b,2,41.64371981,1,,86400.0
P2,billing,portal,standard,team_d,0,76.02676795,0,,28800.0
P3,hardware,email,standard,team_d,1,75.2013808,1,,86400.0
P4,billing,email,standard,team_d,1,153.2806646,0,71538702.0,172800.0
P1,network,portal,standard,team_c,1,118.8696439,1,,14400.0
P4,hardware,portal,enterprise,team_c,1,252.4061249,0,,172800.0
P3,hardware,portal,standard,team_b,0,54.28838031,1,,86400.0
P3,hardware,phone,standard,team_d,0,30.70102594,0,,86400.0
P2,billing,chat,standard,team_d,0,16.47395711,1,,28800.0
P3,software,portal,standard,team_b,0,16.7804033,1,,86400.0
P2,software,email,standard,team_c,1,9.816394681,1,,28800.0
P3,hardware,portal,standard,team_b,0,77.82386112,1,,86400.0
P4,software,portal,standard,team_a,1,63.72102182,0,,172800.0
P3,billing,email,standard,team_b,0,20.74360817,0,,86400.0
P3,billing,email,standard,team_c,1,133.6138716,0,,86400.0
P2,network,email,standard,team_d,0,48.21608487,1,,28800.0
P4,network,chat,standard,team_c,0,4.29098649,1,,172800.0
P2,hardware,email,standard,team_b,2,3.805208002,0,,28800.0
P2,software,email,standard,team_b,1,9.272131738,1,,28800.0
P3,software,email,standard,team_b,0,14.23936882,1,74302866.0,86400.0
P4,hardware,phone,standard,team_c,1,131.0547148,0,,172800.0
P4,billing,phone,enterprise,team_b,2,90.42597993,0,,172800.0
P4,software,portal,enterprise,team_d,1,13.51806305,1,,172800.0
P4,billing,phone,standard,team_d,1,17.14043359,0,,172800.0
P3,hardware,portal,standard,team_b,0,60.76611937,0,84317448.0,86400.0
P2,software,chat,enterprise,team_b,1,123.1203568,0,,28800.0
P3,billing,phone,standard,team_a,0,22.851834,0,,86400.0
P1,software,phone,standard,team_b,0,44.72918638,1,,14400.0
P2,network,email,standard,team_b,1,132.6427847,0,90460896.0,28800.0
P1,hardware,chat,standard,team_c,2,88.3455938,1,,14400.0
P2,billing,chat,standard,team_d,1,133.265537,0,,28800.0
P3,software,portal,standard,team_c,1,19.54994589,0,,86400.0
P3,network,phone,enterprise,team_d,0,70.45205469,0,,86400.0
P3,hardware,portal,standard,team_d,2,7.263152566,0,81301530.0,86400.0
P4,software,portal,standard,team_d,0,57.45925018,0,,172800.0
P3,hardware,chat,standard,team_b,0,21.74653858,1,,86400.0
P4,hardware,email,standard,team_c,1,72.535164,0,,172800.0
P3,billing,chat,standard,team_c,0,9.180300291,1,81125838.0,86400.0
P2,hardware,phone,standard,team_b,0,65.72150373,0,80934936.0,28800.0
P2,hardware,email,standard,team_c,1,73.96685517,1,,28800.0
P3,billing,email,standard,team_c,0,116.7602617,1,62169708.0,86400.0
P4,network,chat,standard,team_a,0,69.70780909,1,,172800.0
P2,billing,chat,enterprise,team_d,0,44.39725824,1,64257048.0,28800.0
P4,network,portal,standard,team_d,0,91.99297655,0,,172800.0
P3,network,portal,enterprise,team_a,1,20.08081745,0,,86400.0
P2,software,phone,enterprise,team_c,0,67.89289362,1,91005276.0,28800.0
P3,software,chat,standard,team_a,0,77.35609776,0,65845194.0,86400.0
P3,network,email,standard,team_b,1,29.90825561,1,83347290.0,86400.0
P1,network,email,standard,team_b,0,270.4092473,0,78026400.0,14400.0
P3,network,chat,standard,team_b,0,26.41175226,0,75021102.0,86400.0
P4,network,portal,standard,team_c,1,5.296516155,0,,172800.0
P3,hardware,email,standard,team_d,0,21.69904211,1,,86400.0
P2,network,portal,enterprise,team_b,2,6.284118542,1,64497102.0,28800.0
P4,hardware,phone,standard,team_c,0,24.86770155,0,,172800.0
P2,software,portal,standard,team_b,1,8.209205377,0,61022796.0,28800.0
P2,network,portal,standard,team_b,1,34.73929439,0,,28800.0
P3,network,email,standard,team_a,0,90.29804461,1,,86400.0
P4,hardware,chat,enterprise,team_d,1,4.189503616,0,64765896.0,172800.0
P3,network,phone,standard,team_b,0,49.68414501,1,73832322.0,86400.0
P3,hardware,email,standard,team_b,0,2.689021838,0,,86400.0
P4,software,chat,standard,team_d,1,129.565823,0,78346278.0,172800.0
P4,hardware,email,standard,team_d,0,152.589769,0,,172800.0
P2,software,phone,standard,team_d,1,40.67870977,0,,28800.0
P4,hardware,chat,standard,team_a,1,87.98032666,1,,172800.0
P4,network,phone,enterprise,team_a,0,53.92339711,0,,172800.0
P2,billing,phone,enterprise,team_d,0,24.99121856,0,,28800.0
P3,software,phone,standard,team_d,1,16.87344205,0,83966298.0,86400.0
P4,hardware,email,standard,team_b,0,85.2769584,1,,172800.0
P2,software,phone,enterprise,team_c,0,33.72505277,0,73735476.0,28800.0
P2,hardware,chat,standard,team_b,1,151.7228294,1,80941350.0,28800.0
P4,billing,portal,standard,team_c,0,223.0168538,0,,172800.0
P4,billing,phone,standard,team_b,0,14.17317051,1,,172800.0
P1,software,portal,enterprise,team_d,1,49.40400475,1,,14400.0
P3,software,chat,standard,team_a,0,46.19317242,1,,86400.0
P3,billing,phone,standard,team_b,0,121.5421553,0,77557488.0,86400.0
P3,billing,email,standard,team_d,1,70.46191978,0,87229242.0,86400.0
P4,network,portal,standard,team_c,0,56.0944023,0,,172800.0
P3,hardware,phone,standard,team_c,0,68.18349849,0,78439662.0,86400.0
P3,billing,email,standard,team_c,0,29.60444429,1,,86400.0
P4,network,chat,enterprise,team_b,0,193.5713915,0,,172800.0
P1,billing,email,standard,team_a,1,3.56116039,0,83271600.0,14400.0
P1,network,phone,vip,team_c,1,1.773699457,0,,14400.0
P3,billing,chat,standard,team_a,0,32.22912218,0,76130016.0,86400.0
P3,billing,chat,standard,team_a,0,10.0750164,1,,86400.0
P1,software,chat,enterprise,team_a,0,47.22114631,0,,14400.0
P3,hardware,chat,standard,team_d,2,0.543044309,1,67267482.0,86400.0
P3,software,chat,standard,team_c,1,36.93595368,1,,86400.0
P4,network,portal,standard,team_b,0,20.96702878,1,61095450.0,172800.0
P1,billing,portal,standard,team_b,0,13.56590074,0,,14400.0
P3,network,email,standard,team_c,0,35.28935407,0,,86400.0
P2,hardware,phone,enterprise,team_c,0,115.6749454,1,,28800.0
P3,billing,email,standard,team_a,0,63.92133175,0,90803352.0,86400.0
P3,network,chat,standard,team_a,0,10.45703551,1,,86400.0
P4,billing,chat,standard,team_c,0,41.45375004,0,,172800.0
P1,software,email,enterprise,team_c,1,161.0053646,1,,14400.0
P3,hardware,portal,standard,team_d,1,34.70611243,1,77606550.0,86400.0
P2,billing,chat,standard,team_c,1,38.1545658,0,66839622.0,28800.0
P3,billing,phone,standard,team_c,1,170.1778988,0,,86400.0
P4,billing,phone,enterprise,team_c,1,8.757631463,1,85549614.0,172800.0
P4,hardware,portal,enterprise,team_d,0,79.69092084,1,,172800.0
P3,network,email,standard,team_a,1,21.32865966,0,,86400.0
P4,software,phone,vip,team_a,1,120.5464374,1,,172800.0
P2,network,phone,standard,team_c,0,3.353757599,1,70789470.0,28800.0
P1,software,phone,standard,team_c,0,278.7693326,1,,14400.0
P4,network,chat,vip,team_c,1,87.81873482,0,,172800.0
P2,software,chat,enterprise,team_b,0,20.07241678,0,75471834.0,28800.0
P1,network,portal,standard,team_d,0,85.84133721,0,,14400.0
P3,network,phone,standard,team_b,1,153.8134362,1,,86400.0
P3,billing,phone,standard,team_d,2,7.18903009,1,70930176.0,86400.0
P1,software,chat,standard,team_c,3,146.9110352,0,79745142.0,14400.0
P4,billing,email,enterprise,team_b,1,26.79358056,0,83205684.0,172800.0
P3,software,portal,enterprise,team_a,0,0.388815422,0,69703698.0,86400.0
P3,software,portal,standard,team_b,0,7.155462854,1,,86400.0
P2,billing,phone,standard,team_c,0,129.6619703,1,,28800.0
P3,software,portal,enterprise,team_c,0,243.3067438,0,,86400.0
P4,software,portal,standard,team_c,2,135.4406523,0,86466048.0,172800.0
P4,software,portal,enterprise,team_a,0,34.95397514,0,65988948.0,172800.0
P4,billing,phone,standard,team_b,0,195.2858872,0,,172800.0
P3,software,phone,standard,team_d,0,31.33849982,1,,86400.0
P4,software,portal,standard,team_b,0,7.241721015,1,67787250.0,172800.0
P2,software,portal,enterprise,team_c,1,25.01657832,1,63462096.0,28800.0
P1,network,chat,enterprise,team_b,0,387.0640291,1,,14400.0
P4,billing,chat,enterprise,team_c,1,59.00124206,1,70684572.0,172800.0
P2,hardware,phone,enterprise,team_c,0,24.93080942,1,63677244.0,28800.0
P1,software,email,standard,team_c,0,58.71855428,0,,14400.0
P4,software,portal,standard,team_b,1,33.63623866,1,,172800.0
P4,billing,chat,standard,team_c,1,3.049094458,0,76967184.0,172800.0
P2,software,email,standard,team_b,0,13.47324501,1,,28800.0
P4,hardware,email,standard,team_c,2,1.165364656,0,,172800.0
P4,software,email,standard,team_b,0,17.64553224,1,90613818.0,172800.0
P4,billing,chat,enterprise,team_c,0,80.72412567,0,64012326.0,172800.0
P3,software,portal,standard,team_b,0,12.88958864,1,86764032.0,86400.0
P4,software,portal,enterprise,team_b,0,45.05374485,1,76597716.0,172800.0
P4,software,email,enterprise,team_a,0,72.55997239,0,,172800.0
P3,network,email,standard,team_b,0,47.73504078,1,90230040.0,86400.0
P3,software,email,standard,team_c,0,0.929393372,0,85172052.0,86400.0
P3,hardware,email,enterprise,team_c,1,27.09135681,0,,86400.0
P3,billing,phone,standard,team_a,0,34.96406105,0,76370112.0,86400.0
P4,software,email,standard,team_d,2,25.18175481,0,65118774.0,172800.0
P3,software,chat,standard,team_b,0,47.41435519,0,,86400.0
P1,hardware,email,enterprise,team_d,0,43.18840638,1,86973696.0,14400.0
P4,network,chat,enterprise,team_d,0,12.45468749,1,67662684.0,172800.0
P2,hardware,email,standard,team_b,1,83.65331009,0,,28800.0
P3,software,chat,standard,team_b,1,10.5443833,0,,86400.0
P1,software,chat,standard,team_a,0,36.85631949,0,81432000.0,14400.0
P3,hardware,phone,standard,team_a,0,84.70958088,1,88728966.0,86400.0
P4,billing,portal,standard,team_b,0,71.69330881,1,,172800.0
P4,hardware,portal,enterprise,team_d,0,33.95767054,0,,172800.0
P2,billing,portal,enterprise,team_d,0,93.33120058,1,78671766.0,28800.0
P4,network,chat,vip,team_c,0,75.05503849,1,,172800.0
P3,network,email,standard,team_b,2,29.12272138,0,71089236.0,86400.0
P3,billing,phone,standard,team_c,1,135.5217751,1,81881496.0,86400.0
P3,billing,email,standard,team_a,0,9.186240179,0,,86400.0
P4,billing,portal,standard,team_b,0,26.63509353,1,67004538.0,172800.0
P1,billing,email,standard,team_b,2,71.80189395,1,74473920.0,14400.0
P3,billing,email,enterprise,team_a,0,123.8034394,0,82860246.0,86400.0
P3,billing,chat,standard,team_c,1,23.36780491,0,68391150.0,86400.0
P1,hardware,email,standard,team_c,0,49.42849088,1,,14400.0
P4,billing,phone,standard,team_c,1,0.714623872,1,,172800.0
P3,billing,chat,standard,team_b,0,27.80244758,0,67222296.0,86400.0
P4,hardware,chat,standard,team_b,1,24.11244442,0,,172800.0
P2,hardware,portal,enterprise,team_a,0,110.888707,0,,28800.0
P4,billing,email,standard,team_d,1,4.611352349,1,,172800.0
P4,hardware,chat,standard,team_b,1,3.847648953,0,75270270.0,172800.0
P3,network,portal,standard,team_c,0,35.0793145,1,,86400.0
P3,software,phone,standard,team_a,1,31.39302532,1,,86400.0
P4,hardware,phone,standard,team_d,1,10.57273043,0,73366992.0,172800.0
P4,software,email,enterprise,team_a,1,18.33807106,0,,172800.0
P3,hardware,phone,standard,team_d,0,219.4300268,0,,86400.0
P3,billing,portal,standard,team_d,0,43.1919661,0,,86400.0
P4,network,portal,standard,team_a,0,5.517252167,1,87674718.0,172800.0
P1,billing,email,standard,team_c,0,3.061609629,1,77788548.0,14400.0
P3,network,portal,standard,team_d,0,2.570558938,0,90140532.0,86400.0
P4,billing,chat,standard,team_b,0,29.56136902,1,,172800.0
P4,hardware,chat,standard,team_d,0,120.4238474,0,,172800.0
P4,billing,chat,enterprise,team_b,0,107.355729,0,83700006.0,172800.0
P2,hardware,portal,enterprise,team_c,0,27.52116891,1,85939056.0,28800.0
P4,billing,portal,enterprise,team_a,0,89.34577846,0,,172800.0
P3,hardware,email,standard,team_c,0,83.71973267,1,,86400.0
P2,billing,email,standard,team_b,1,39.58221554,0,,28800.0
P3,software,phone,standard,team_c,0,31.08991578,1,,86400.0
P4,network,phone,enterprise,team_b,0,11.94721276,0,,172800.0
P2,billing,portal,standard,team_a,0,19.60791362,1,76717800.0,28800.0
P4,network,email,standard,team_c,0,24.81244698,0,,172800.0
P4,software,chat,standard,team_a,0,100.5083353,1,83051016.0,172800.0
P1,billing,chat,vip,team_d,0,48.30548863,0,,14400.0
P4,software,chat,standard,team_b,0,13.45724183,1,,172800.0
P4,hardware,phone,enterprise,team_d,0,6.044114449,0,66241998.0,172800.0
P1,software,chat,standard,team_d,0,41.18981984,1,74583858.0,14400.0
P2,hardware,chat,standard,team_c,0,65.85375865,0,85568424.0,28800.0
P3,billing,email,standard,team_d,1,102.5169259,0,91041378.0,86400.0
P3,hardware,email,standard,team_a,0,95.76603582,0,,86400.0
P4,network,email,standard,team_b,1,104.2893864,1,,172800.0
P3,billing,chat,enterprise,team_d,1,35.63584386,0,,86400.0
P4,software,email,standard,team_b,1,120.4417697,0,,172800.0
P4,hardware,portal,standard,team_b,1,35.28489361,1,91468560.0,172800.0
P3,hardware,email,standard,team_d,1,11.04411784,0,,86400.0
P3,network,phone,standard,team_a,0,30.38796339,0,85389972.0,86400.0
P3,hardware,phone,standard,team_c,0,24.93320645,1,,86400.0
P3,hardware,chat,standard,team_d,1,29.87227704,0,,86400.0
P3,billing,phone,enterprise,team_b,0,64.48541364,0,,86400.0
P2,hardware,email,enterprise,team_b,0,64.18688822,1,67419432.0,28800.0
P1,hardware,phone,standard,team_d,2,15.28591116,1,,14400.0
P2,hardware,portal,enterprise,team_d,0,22.78175154,1,62933166.0,28800.0
P4,software,portal,enterprise,team_b,0,54.28469309,0,,172800.0
P2,hardware,email,standard,team_b,0,5.272749894,0,,28800.0
P1,network,phone,standard,team_c,1,70.01299166,1,87410928.0,14400.0
P3,billing,chat,standard,team_a,0,11.82606018,1,,86400.0
P1,billing,email,standard,team_d,0,114.1123305,1,,14400.0
P1,software,phone,standard,team_c,0,30.8085136,0,88465980.0,14400.0
P3,software,portal,enterprise,team_a,2,14.96970333,0,83902122.0,86400.0
P3,network,email,standard,team_b,0,66.1247711,1,,86400.0
P1,network,email,enterprise,team_c,0,48.45032402,1,,14400.0
P3,software,chat,standard,team_c,1,11.31986302,0,,86400.0
P3,hardware,phone,vip,team_c,0,105.3236993,1,,86400.0
P3,network,phone,standard,team_d,1,36.23010535,0,,86400.0
P4,network,phone,standard,team_b,0,9.909806431,0,68000772.0,172800.0
P2,billing,email,enterprise,team_b,1,95.43165694,0,84043236.0,28800.0
P3,software,phone,standard,team_a,1,8.593053608,0,,86400.0
P4,hardware,email,standard,team_d,0,206.5933969,0,,172800.0
P4,network,email,standard,team_c,0,34.98333176,1,,172800.0
P4,hardware,email,enterprise,team_d,1,78.16624228,0,75795474.0,172800.0
P3,software,chat,standard,team_b,1,36.08526638,1,73419960.0,86400.0
P3,network,chat,enterprise,team_d,1,12.46298986,1,,86400.0
P3,hardware,email,standard,team_c,0,85.15733214,1,,86400.0
P4,software,portal,enterprise,team_c,1,20.4951069,0,,172800.0
P4,network,portal,standard,team_c,0,68.82112202,1,,172800.0
P3,network,email,standard,team_a,2,17.85366,0,,86400.0
P2,billing,phone,standard,team_c,1,16.55377023,0,83959602.0,28800.0
P3,software,phone,standard,team_a,1,36.68801727,0,,86400.0
