ticket_id,created_at,sla_deadline,resolved_at,priority,category,channel,customer_tier,assigned_group,num_reassignments,response_time_first,sla_breached
2233,14-08-2023 21:00,15-08-2023 21:00,03:19.3,P3,network,email,enterprise,team_c,2,32.01407522,0
2234,10-06-2023 07:00,12-06-2023 07:00,39:58.2,P4,network,phone,standard,team_c,0,45.12520617,1
2235,29-04-2023 23:00,30-04-2023 07:00,48:46.7,P2,software,chat,standard,team_b,1,11.09220448,0
2236,29-05-2023 18:00,30-05-2023 18:00,26:58.3,P3,hardware,phone,standard,team_d,0,20.13502686,1
2237,30-05-2023 19:00,31-05-2023 19:00,14:20.8,P3,billing,portal,standard,team_d,0,42.32705288,1
2238,20-10-2023 05:00,20-10-2023 13:00,10:36.7,P2,hardware,portal,standard,team_c,1,27.23850912,0
2239,23-05-2023 17:00,25-05-2023 17:00,20:56.0,P4,network,email,standard,team_a,1,2.340399884,1
2240,09-06-2023 10:00,10-06-2023 10:00,40:12.2,P3,software,email,enterprise,team_a,1,30.73249809,0
2241,11-01-2023 11:00,13-01-2023 11:00,39:30.7,P4,software,portal,standard,team_a,1,101.2782789,0
2242,18-05-2023 22:00,19-05-2023 22:00,40:21.2,P3,network,email,enterprise,team_d,0,7.401927708,0
2243,19-03-2023 01:00,19-03-2023 09:00,25:29.4,P2,hardware,email,standard,team_a,0,1.134542935,1
2244,18-03-2023 04:00,18-03-2023 12:00,52:02.0,P2,hardware,phone,standard,team_b,0,7.581619016,1
2245,11-09-2023 03:00,13-09-2023 03:00,29:27.9,P4,network,phone,standard,team_b,0,69.66824765,1
2246,15-09-2023 08:00,15-09-2023 12:00,00:00.0,P1,network,portal,enterprise,team_c,0,94.98079987,0
2247,16-11-2023 12:00,18-11-2023 12:00,18:18.7,P4,billing,chat,standard,team_b,1,2.997223453,0
2248,18-10-2023 12:00,19-10-2023 12:00,28:01.3,P3,network,phone,enterprise,team_b,0,131.1152781,0
2249,20-09-2023 14:00,20-09-2023 22:00,08:04.3,P2,billing,email,standard,team_d,1,59.22297138,0
2250,26-03-2023 01:00,27-03-2023 01:00,20:09.0,P3,network,portal,standard,team_c,0,43.80502255,0
2251,26-05-2023 22:00,27-05-2023 06:00,57:25.7,P2,billing,phone,standard,team_b,0,17.54896568,0
2252,19-11-2023 12:00,19-11-2023 16:00,47:00.6,P1,network,chat,standard,team_b,1,27.88428123,0
2253,11-02-2023 06:00,13-02-2023 06:00,55:16.2,P4,billing,chat,enterprise,team_d,0,176.2175522,0
2254,05-05-2023 22:00,06-05-2023 22:00,34:32.6,P3,hardware,phone,standard,team_d,0,145.5166523,0
2255,16-06-2023 16:00,17-06-2023 16:00,14:08.2,P3,network,email,enterprise,team_d,0,58.92412982,0
2256,29-08-2023 07:00,29-08-2023 15:00,43:29.3,P2,software,phone,standard,team_c,0,51.89469499,1
2257,07-10-2023 17:00,07-10-2023 21:00,00:00.0,P1,network,portal,standard,team_d,0,14.18472118,0
2258,07-07-2023 14:00,08-07-2023 14:00,01:47.8,P3,hardware,email,vip,team_d,1,183.8130987,0
2259,29-10-2023 14:00,30-10-2023 14:00,53:11.9,P3,software,portal,standard,team_c,1,84.48583062,1
2260,19-01-2023 04:00,21-01-2023 04:00,56:07.7,P4,software,email,standard,team_b,0,28.90122798,0
2261,09-03-2023 01:00,10-03-2023 01:00,58:54.1,P3,software,phone,standard,team_a,0,101.5142563,0
2262,06-08-2023 15:00,08-08-2023 15:00,25:43.4,P4,billing,phone,enterprise,team_d,1,14.28588862,1
2263,12-04-2023 04:00,12-04-2023 12:00,28:21.6,P2,software,email,enterprise,team_c,0,14.38905668,1
2264,11-02-2023 22:00,12-02-2023 02:00,45:58.6,P1,software,phone,standard,team_d,0,93.91413382,1
2265,15-10-2023 05:00,15-10-2023 13:00,04:09.6,P2,billing,portal,enterprise,team_d,2,49.16454101,1
2266,16-06-2023 11:00,18-06-2023 11:00,54:43.0,P4,network,chat,standard,team_d,0,48.69358881,1
2267,19-04-2023 04:00,21-04-2023 04:00,28:42.2,P4,billing,portal,enterprise,team_c,0,51.15261152,1
2268,05-02-2023 19:00,06-02-2023 03:00,52:30.8,P2,billing,email,standard,team_c,1,8.067233675,0
2269,20-08-2023 07:00,20-08-2023 11:00,00:00.0,P1,billing,email,standard,team_b,1,25.80628794,0
2270,17-08-2023 10:00,18-08-2023 10:00,58:25.1,P3,software,email,standard,team_c,1,51.06947182,0
2271,19-12-2023 13:00,21-12-2023 13:00,05:05.3,P4,hardware,chat,standard,team_c,0,17.06830798,1
2272,13-06-2023 23:00,15-06-2023 23:00,40:17.1,P4,hardware,phone,vip,team_b,0,42.07136108,1
2273,14-03-2023 16:00,15-03-2023 00:00,34:50.5,P2,software,phone,standard,team_c,1,48.8559034,1
2274,16-05-2023 09:00,17-05-2023 09:00,21:07.4,P3,network,portal,standard,team_d,1,171.6866424,1
2275,19-12-2023 01:00,21-12-2023 01:00,18:36.7,P4,software,email,standard,team_b,2,16.92393718,1
2276,11-03-2023 02:00,11-03-2023 10:00,13:42.8,P2,billing,phone,standard,team_b,0,34.72028758,1
2277,15-07-2023 12:00,16-07-2023 12:00,53:04.0,P3,network,email,standard,team_d,1,239.4354424,0
2278,26-09-2023 16:00,27-09-2023 16:00,37:23.3,P3,software,portal,standard,team_b,0,12.40594488,1
2279,18-02-2023 02:00,18-02-2023 10:00,49:43.1,P2,network,phone,standard,team_b,0,90.85297854,1
2280,12-11-2023 09:00,14-11-2023 09:00,56:21.8,P4,hardware,chat,enterprise,team_a,0,11.69924265,0
2281,10-05-2023 07:00,12-05-2023 07:00,30:58.0,P4,software,chat,enterprise,team_c,0,113.8458311,0
2282,05-01-2023 03:00,06-01-2023 03:00,04:07.1,P3,hardware,phone,standard,team_b,1,40.1627851,1
2283,27-01-2023 12:00,27-01-2023 20:00,50:44.2,P2,network,email,standard,team_c,2,214.8800865,0
2284,09-06-2023 06:00,11-06-2023 06:00,12:51.1,P4,billing,email,standard,team_c,0,11.18519427,1
2285,29-05-2023 06:00,29-05-2023 14:00,19:39.9,P2,hardware,chat,standard,team_c,0,69.87096286,0
2286,21-09-2023 15:00,21-09-2023 23:00,54:59.2,P2,billing,email,standard,team_c,0,71.30156982,1
2287,18-08-2023 04:00,19-08-2023 04:00,36:50.6,P3,network,portal,standard,team_c,1,76.1374455,1
2288,19-07-2023 16:00,20-07-2023 16:00,49:01.1,P3,hardware,chat,standard,team_c,0,6.386249975,0
2289,19-02-2023 09:00,19-02-2023 13:00,12:30.4,P1,network,email,vip,team_b,1,20.42793498,1
2290,08-03-2023 03:00,09-03-2023 03:00,05:58.2,P3,software,chat,standard,team_d,1,24.75090853,0
2291,27-10-2023 22:00,28-10-2023 02:00,36:53.0,P1,network,portal,standard,team_c,0,23.51926495,0
2292,27-02-2023 13:00,01-03-2023 13:00,13:21.7,P4,network,email,standard,team_b,1,67.43963097,0
2293,16-09-2023 04:00,18-09-2023 04:00,45:27.6,P4,software,phone,standard,team_a,1,3.3834075,1
2294,08-12-2023 01:00,10-12-2023 01:00,39:51.9,P4,software,portal,enterprise,team_a,0,78.57747241,0
2295,22-11-2023 13:00,23-11-2023 13:00,31:04.2,P3,hardware,phone,enterprise,team_a,0,44.86689453,0
2296,10-05-2023 23:00,11-05-2023 07:00,05:00.6,P2,network,phone,standard,team_a,1,11.39682966,1
2297,03-08-2023 17:00,05-08-2023 17:00,14:00.9,P4,billing,chat,standard,team_a,1,15.3802058,0
2298,21-06-2023 23:00,23-06-2023 23:00,31:14.9,P4,hardware,email,standard,team_b,1,6.160535101,1
2299,15-09-2023 10:00,15-09-2023 18:00,43:32.6,P2,hardware,email,enterprise,team_b,0,36.86668743,1
2300,12-04-2023 15:00,13-04-2023 15:00,45:52.0,P3,network,portal,enterprise,team_d,1,54.22044988,1
2301,28-07-2023 17:00,29-07-2023 17:00,09:26.3,P3,software,portal,standard,team_a,0,52.18905918,1
2302,18-10-2023 15:00,19-10-2023 15:00,51:08.8,P3,hardware,portal,standard,team_c,0,196.7938282,0
2303,20-12-2023 20:00,21-12-2023 20:00,11:44.3,P3,hardware,portal,standard,team_c,1,21.05572044,0
2304,13-10-2023 03:00,15-10-2023 03:00,48:19.2,P4,network,chat,enterprise,team_a,0,86.14920884,0
2305,26-04-2023 00:00,26-04-2023 08:00,21:13.2,P2,hardware,portal,standard,team_a,0,77.04106504,1
2306,21-09-2023 13:00,22-09-2023 13:00,20:04.2,P3,software,phone,enterprise,team_d,0,3.797284955,0
2307,30-05-2023 11:00,01-06-2023 11:00,09:40.4,P4,network,phone,vip,team_c,2,159.5599538,1
2308,27-10-2023 23:00,28-10-2023 23:00,13:03.8,P3,software,chat,standard,team_b,1,160.6837875,0
2309,05-02-2023 09:00,07-02-2023 09:00,06:49.4,P4,billing,email,standard,team_a,0,30.28417034,1
2310,29-11-2023 18:00,29-11-2023 22:00,28:16.3,P1,hardware,portal,enterprise,team_d,0,32.44388618,0
2311,14-10-2023 03:00,16-10-2023 03:00,40:10.1,P4,hardware,email,standard,team_c,0,102.7536991,0
2312,30-10-2023 19:00,31-10-2023 03:00,32:19.7,P2,network,portal,standard,team_c,1,40.99545333,1
2313,07-11-2023 20:00,09-11-2023 20:00,25:26.5,P4,billing,chat,standard,team_d,0,96.32696219,1
2314,27-07-2023 02:00,27-07-2023 10:00,49:23.9,P2,hardware,phone,standard,team_d,1,2.207630176,1
2315,16-04-2023 03:00,17-04-2023 03:00,22:47.2,P3,software,email,standard,team_d,0,17.28257724,0
2316,07-06-2023 14:00,08-06-2023 14:00,39:09.0,P3,software,portal,standard,team_b,1,5.728900693,0
2317,01-05-2023 10:00,02-05-2023 10:00,45:52.6,P3,network,phone,enterprise,team_a,1,36.32994612,0
2318,24-02-2023 15:00,24-02-2023 23:00,36:56.6,P2,software,email,standard,team_b,0,115.5144804,0
2319,12-01-2023 03:00,14-01-2023 03:00,54:38.9,P4,software,email,standard,team_c,0,50.60859433,1
2320,25-05-2023 05:00,26-05-2023 05:00,52:42.6,P3,software,portal,enterprise,team_c,0,44.07985732,0
2321,16-05-2023 07:00,17-05-2023 07:00,53:42.8,P3,billing,chat,enterprise,team_b,2,27.35249647,0
2322,03-01-2023 12:00,03-01-2023 20:00,31:17.7,P2,billing,phone,standard,team_d,0,3.943385458,0
2323,24-05-2023 22:00,26-05-2023 22:00,36:02.4,P4,network,phone,standard,team_d,0,87.25118559,0
2324,30-01-2023 19:00,31-01-2023 19:00,47:09.9,P3,billing,email,enterprise,team_d,1,50.74519248,0
2325,25-08-2023 03:00,27-08-2023 03:00,41:18.2,P4,hardware,chat,standard,team_d,0,160.3889402,1
2326,06-10-2023 04:00,07-10-2023 04:00,23:15.5,P3,billing,portal,standard,team_a,2,33.93435824,0
2327,14-12-2023 09:00,14-12-2023 17:00,07:09.2,P2,billing,phone,vip,team_c,0,30.7996888,0
2328,25-04-2023 04:00,26-04-2023 04:00,00:57.4,P3,billing,phone,standard,team_a,2,219.7856629,0
2329,14-04-2023 11:00,16-04-2023 11:00,02:28.3,P4,hardware,phone,enterprise,team_c,0,9.13018324,1
2330,28-04-2023 00:00,29-04-2023 00:00,11:12.9,P3,network,phone,standard,team_d,0,17.45014502,1
2331,05-01-2023 23:00,07-01-2023 23:00,36:31.2,P4,billing,portal,standard,team_d,0,40.18508632,1
2332,26-12-2023 09:00,26-12-2023 13:00,44:04.0,P1,hardware,chat,standard,team_a,0,44.48283198,1
2333,05-09-2023 04:00,06-09-2023 04:00,31:06.7,P3,network,phone,standard,team_c,1,47.73958798,1
2334,30-12-2023 18:00,01-01-2024 18:00,28:18.5,P4,software,portal,standard,team_b,0,14.30380222,1
2335,17-11-2023 18:00,18-11-2023 02:00,56:20.7,P2,billing,email,standard,team_c,1,156.9129884,1
2336,01-05-2023 19:00,01-05-2023 23:00,30:20.4,P1,software,email,enterprise,team_b,0,72.942908,1
2337,13-10-2023 11:00,15-10-2023 11:00,26:34.3,P4,software,email,enterprise,team_c,1,17.93994004,1
2338,29-05-2023 22:00,30-05-2023 22:00,53:52.6,P3,software,portal,enterprise,team_c,0,20.9048069,1
2339,25-03-2023 15:00,26-03-2023 15:00,52:51.2,P3,network,chat,enterprise,team_b,0,127.395313,0
2340,19-08-2023 04:00,20-08-2023 04:00,32:13.3,P3,software,phone,standard,team_d,1,28.71655219,1
2341,15-10-2023 16:00,17-10-2023 16:00,25:42.4,P4,hardware,portal,standard,team_c,0,48.76496601,0
2342,10-06-2023 13:00,12-06-2023 13:00,37:55.3,P4,network,phone,standard,team_c,0,7.699107894,0
2343,29-09-2023 11:00,30-09-2023 11:00,40:37.3,P3,network,portal,standard,team_d,0,17.39970861,0
2344,07-02-2023 12:00,07-02-2023 20:00,38:46.7,P2,hardware,chat,standard,team_c,0,32.33053609,1
2345,14-08-2023 20:00,15-08-2023 04:00,37:27.4,P2,software,chat,standard,team_a,0,64.05078334,1
2346,22-05-2023 13:00,24-05-2023 13:00,38:33.2,P4,billing,chat,standard,team_a,0,19.72863507,1
2347,19-10-2023 04:00,20-10-2023 04:00,02:53.1,P3,software,phone,enterprise,team_c,0,180.6647814,1
2348,31-05-2023 21:00,02-06-2023 21:00,23:51.1,P4,network,email,standard,team_c,0,14.92438788,0
2349,24-04-2023 22:00,25-04-2023 22:00,48:09.5,P3,software,phone,standard,team_a,1,90.55028123,0
2350,25-08-2023 04:00,25-08-2023 12:00,07:21.8,P2,network,chat,standard,team_d,1,27.20992132,1
2351,07-03-2023 17:00,08-03-2023 17:00,13:26.0,P3,billing,portal,enterprise,team_d,0,107.5298888,0
2352,27-12-2023 13:00,27-12-2023 21:00,03:58.7,P2,software,phone,standard,team_d,0,153.9194209,1
2353,07-12-2023 17:00,09-12-2023 17:00,54:20.7,P4,hardware,chat,standard,team_c,1,12.42259863,1
2354,15-09-2023 19:00,17-09-2023 19:00,52:02.2,P4,hardware,portal,standard,team_a,0,40.57469497,0
2355,06-09-2023 00:00,06-09-2023 04:00,28:49.9,P1,software,phone,standard,team_c,1,10.06010928,0
2356,27-11-2023 06:00,28-11-2023 06:00,49:49.8,P3,software,chat,standard,team_c,0,73.41487411,0
2357,19-11-2023 16:00,21-11-2023 16:00,31:24.5,P4,network,portal,standard,team_d,0,107.1125673,1
2358,29-06-2023 02:00,30-06-2023 02:00,15:18.9,P3,billing,phone,vip,team_c,0,29.60546818,1
2359,09-07-2023 09:00,10-07-2023 09:00,20:02.6,P3,network,portal,standard,team_c,3,30.32550428,1
2360,03-06-2023 06:00,04-06-2023 06:00,30:50.0,P3,network,chat,standard,team_b,0,13.67728998,0
2361,15-07-2023 11:00,17-07-2023 11:00,49:45.3,P4,software,portal,standard,team_a,0,21.9632409,1
2362,07-11-2023 21:00,08-11-2023 21:00,59:44.8,P3,software,phone,standard,team_a,0,23.48424113,1
2363,19-09-2023 14:00,21-09-2023 14:00,36:41.2,P4,network,email,vip,team_d,0,10.14591001,1
2364,23-05-2023 22:00,25-05-2023 22:00,17:32.7,P4,software,phone,standard,team_a,0,22.25966712,0
2365,08-12-2023 20:00,10-12-2023 20:00,44:51.9,P4,software,phone,standard,team_a,0,142.6753192,1
2366,12-11-2023 15:00,14-11-2023 15:00,18:38.3,P4,billing,phone,vip,team_a,0,23.61686131,1
2367,11-04-2023 07:00,13-04-2023 07:00,37:33.5,P4,hardware,email,enterprise,team_a,1,19.24845775,1
2368,01-09-2023 05:00,01-09-2023 09:00,39:42.5,P1,network,portal,standard,team_d,0,29.13309159,0
2369,12-01-2023 03:00,12-01-2023 11:00,02:00.4,P2,software,portal,standard,team_b,0,193.5435107,1
2370,27-08-2023 10:00,27-08-2023 14:00,15:51.3,P1,hardware,email,enterprise,team_c,0,86.78282631,1
2371,18-02-2023 16:00,19-02-2023 00:00,11:20.0,P2,hardware,phone,standard,team_c,1,13.51912874,1
2372,11-02-2023 01:00,11-02-2023 05:00,31:46.0,P1,network,chat,enterprise,team_a,0,83.79319103,0
2373,15-06-2023 05:00,16-06-2023 05:00,11:52.2,P3,billing,phone,standard,team_b,1,87.20629599,1
2374,23-03-2023 03:00,23-03-2023 07:00,37:39.9,P1,billing,portal,standard,team_a,0,179.9086519,0
2375,18-10-2023 02:00,19-10-2023 02:00,08:24.5,P3,software,email,standard,team_c,0,133.0368202,0
2376,07-06-2023 06:00,09-06-2023 06:00,19:49.9,P4,network,phone,standard,team_a,1,6.002148568,1
2377,04-08-2023 06:00,06-08-2023 06:00,47:11.0,P4,billing,chat,enterprise,team_a,1,36.37156786,1
2378,07-06-2023 15:00,09-06-2023 15:00,46:46.4,P4,hardware,email,standard,team_d,0,72.84009107,1
2379,14-05-2023 01:00,14-05-2023 09:00,00:00.0,P2,hardware,portal,standard,team_d,0,217.5403111,0
2380,08-03-2023 07:00,09-03-2023 07:00,35:16.3,P3,software,email,enterprise,team_d,0,5.340019133,1
2381,02-12-2023 14:00,03-12-2023 14:00,17:28.9,P3,software,chat,standard,team_b,0,27.55405358,0
2382,07-01-2023 15:00,08-01-2023 15:00,20:05.1,P3,billing,portal,standard,team_c,0,40.6628691,0
2383,14-01-2023 00:00,15-01-2023 00:00,57:18.9,P3,network,portal,standard,team_a,0,31.9887929,0
2384,14-03-2023 09:00,14-03-2023 13:00,09:22.9,P1,hardware,email,standard,team_a,0,36.50393047,1
2385,12-06-2023 06:00,12-06-2023 14:00,44:35.4,P2,billing,email,standard,team_c,1,27.63667795,1
2386,07-03-2023 15:00,09-03-2023 15:00,56:16.4,P4,billing,phone,standard,team_b,3,211.6518053,1
2387,13-12-2023 09:00,15-12-2023 09:00,47:34.3,P4,hardware,phone,standard,team_c,1,97.54769134,0
2388,10-05-2023 11:00,11-05-2023 11:00,24:49.6,P3,hardware,phone,standard,team_d,0,80.05853826,1
2389,25-07-2023 16:00,26-07-2023 00:00,56:24.1,P2,software,portal,standard,team_b,1,31.72933151,0
2390,03-10-2023 12:00,04-10-2023 12:00,19:37.1,P3,software,phone,standard,team_c,0,127.98248,0
2391,13-09-2023 11:00,13-09-2023 15:00,04:57.9,P1,billing,portal,standard,team_b,1,5.879218509,1
2392,23-09-2023 14:00,25-09-2023 14:00,19:00.7,P4,hardware,phone,standard,team_d,0,9.288350502,0
2393,25-01-2023 13:00,27-01-2023 13:00,08:39.3,P4,software,portal,standard,team_d,0,184.8223412,0
2394,08-10-2023 18:00,08-10-2023 22:00,14:38.6,P1,billing,phone,enterprise,team_a,0,50.21943231,1
2395,10-09-2023 18:00,11-09-2023 02:00,24:12.6,P2,billing,email,enterprise,team_c,1,10.42248541,1
2396,06-11-2023 13:00,07-11-2023 13:00,18:38.0,P3,software,email,standard,team_d,1,178.727445,0
2397,16-10-2023 17:00,17-10-2023 01:00,00:38.2,P2,hardware,chat,standard,team_c,2,220.9578008,1
2398,13-06-2023 04:00,15-06-2023 04:00,19:18.0,P4,billing,phone,standard,team_b,0,127.9670294,0
2399,05-04-2023 19:00,07-04-2023 19:00,25:00.2,P4,software,phone,standard,team_c,1,16.35246507,0
2400,27-09-2023 05:00,27-09-2023 13:00,33:23.4,P2,billing,email,enterprise,team_d,1,19.58487392,0
2401,17-11-2023 17:00,17-11-2023 21:00,16:18.9,P1,network,chat,enterprise,team_a,1,31.35090607,0
2402,20-04-2023 13:00,22-04-2023 13:00,05:35.4,P4,software,email,standard,team_b,0,51.95321591,0
2403,02-12-2023 03:00,03-12-2023 03:00,31:09.5,P3,software,phone,standard,team_d,0,291.0750596,1
2404,06-11-2023 22:00,07-11-2023 22:00,11:44.6,P3,hardware,email,enterprise,team_b,0,187.5963249,0
2405,26-08-2023 00:00,26-08-2023 08:00,02:29.6,P2,network,portal,standard,team_c,1,152.4041529,1
2406,25-01-2023 12:00,25-01-2023 20:00,14:32.4,P2,software,phone,vip,team_a,0,5.61094317,0
2407,21-05-2023 10:00,22-05-2023 10:00,35:37.0,P3,software,email,standard,team_c,0,84.9227171,0
2408,27-04-2023 02:00,28-04-2023 02:00,05:19.3,P3,network,portal,standard,team_b,2,125.6591129,1
2409,25-01-2023 16:00,26-01-2023 00:00,12:56.7,P2,hardware,portal,standard,team_a,2,24.32306434,0
2410,20-03-2023 17:00,21-03-2023 01:00,49:46.9,P2,network,phone,standard,team_d,2,14.8749239,0
2411,09-03-2023 09:00,10-03-2023 09:00,01:11.1,P3,hardware,chat,standard,team_c,1,82.80478127,0
2412,22-06-2023 15:00,24-06-2023 15:00,13:15.0,P4,hardware,phone,enterprise,team_c,0,5.713902895,1
2413,12-01-2023 20:00,13-01-2023 04:00,48:34.7,P2,billing,chat,enterprise,team_b,0,169.6690419,0
2414,15-10-2023 12:00,17-10-2023 12:00,56:19.3,P4,hardware,chat,enterprise,team_b,1,10.18168705,0
2415,08-05-2023 19:00,09-05-2023 03:00,01:23.3,P2,software,chat,standard,team_d,0,36.69821818,1
2416,06-04-2023 11:00,07-04-2023 11:00,40:58.1,P3,billing,portal,standard,team_d,0,243.763253,0
2417,02-04-2023 03:00,04-04-2023 03:00,19:19.8,P4,software,phone,standard,team_d,1,266.482229,1
2418,21-05-2023 07:00,22-05-2023 07:00,26:07.4,P3,billing,email,standard,team_c,1,89.76395191,0
2419,31-01-2023 11:00,31-01-2023 19:00,38:43.9,P2,network,portal,standard,team_d,0,109.6513388,1
2420,30-11-2023 18:00,01-12-2023 02:00,50:28.8,P2,software,chat,vip,team_d,0,204.9861093,1
2421,20-01-2023 14:00,20-01-2023 18:00,27:45.6,P1,billing,email,enterprise,team_c,1,157.3918143,1
2422,26-05-2023 15:00,28-05-2023 15:00,55:03.0,P4,billing,email,standard,team_c,0,58.3889107,1
2423,12-11-2023 11:00,12-11-2023 15:00,28:26.5,P1,hardware,chat,standard,team_b,1,79.59486849,1
2424,09-06-2023 19:00,10-06-2023 03:00,20:26.0,P2,hardware,portal,standard,team_a,0,54.05111466,0
2425,15-12-2023 17:00,16-12-2023 01:00,25:31.4,P2,billing,phone,vip,team_a,0,42.37337062,0
2426,12-02-2023 21:00,13-02-2023 21:00,36:34.5,P3,billing,chat,enterprise,team_b,1,127.6317589,1
2427,11-09-2023 11:00,13-09-2023 11:00,21:58.4,P4,network,portal,enterprise,team_c,2,80.37039766,0
2428,10-05-2023 15:00,10-05-2023 23:00,00:04.1,P2,billing,portal,standard,team_d,0,117.8880389,0
2429,01-03-2023 19:00,02-03-2023 19:00,59:20.3,P3,billing,email,enterprise,team_c,3,6.049645898,1
2430,31-05-2023 10:00,31-05-2023 14:00,29:09.1,P1,billing,portal,standard,team_c,1,51.55000453,0
2431,14-10-2023 21:00,15-10-2023 21:00,51:07.8,P3,billing,email,standard,team_b,1,23.98540049,1
2432,05-01-2023 19:00,06-01-2023 03:00,58:50.0,P2,hardware,chat,standard,team_d,0,43.21802842,1
2433,23-09-2023 13:00,23-09-2023 21:00,32:09.9,P2,network,portal,standard,team_a,0,56.95447798,1
2434,11-12-2023 01:00,12-12-2023 01:00,01:03.5,P3,software,chat,enterprise,team_c,1,112.1541325,0
2435,10-05-2023 12:00,12-05-2023 12:00,56:01.5,P4,billing,email,standard,team_c,0,1.943812925,1
2436,24-09-2023 13:00,26-09-2023 13:00,26:46.9,P4,hardware,chat,standard,team_d,0,10.74640662,0
2437,27-06-2023 05:00,28-06-2023 05:00,03:19.4,P3,network,email,standard,team_b,0,152.6379419,1
2438,10-09-2023 11:00,10-09-2023 19:00,10:41.2,P2,network,phone,standard,team_b,0,205.1690929,1
2439,25-02-2023 06:00,25-02-2023 14:00,00:02.9,P2,billing,chat,enterprise,team_a,2,3.421064115,1
2440,24-03-2023 03:00,25-03-2023 03:00,06:49.0,P3,network,email,enterprise,team_b,0,24.18894639,0
2441,09-04-2023 06:00,11-04-2023 06:00,02:15.9,P4,software,email,enterprise,team_d,1,0.586657156,1
2442,29-05-2023 12:00,31-05-2023 12:00,09:01.4,P4,billing,phone,standard,team_c,0,84.99235278,0
2443,25-11-2023 10:00,26-11-2023 10:00,36:54.9,P3,network,chat,standard,team_b,1,68.73094809,0
2444,05-06-2023 07:00,06-06-2023 07:00,27:26.9,P3,hardware,portal,standard,team_d,0,49.91768026,1
2445,09-07-2023 18:00,10-07-2023 18:00,50:39.5,P3,network,portal,standard,team_d,1,70.59336083,1
2446,20-09-2023 01:00,21-09-2023 01:00,32:57.5,P3,network,phone,enterprise,team_c,0,46.30431415,0
2447,21-03-2023 20:00,22-03-2023 20:00,35:41.9,P3,hardware,phone,enterprise,team_d,1,16.37479428,0
2448,09-09-2023 17:00,10-09-2023 01:00,12:24.3,P2,software,email,standard,team_d,0,84.22687862,1
2449,07-04-2023 20:00,08-04-2023 04:00,23:53.8,P2,software,email,enterprise,team_c,1,91.74832778,1
2450,17-09-2023 09:00,17-09-2023 13:00,29:07.1,P1,billing,portal,standard,team_c,0,115.5319466,1
2451,17-09-2023 05:00,18-09-2023 05:00,30:19.3,P3,network,portal,enterprise,team_b,0,184.8469318,0
2452,13-04-2023 23:00,14-04-2023 23:00,28:12.4,P3,software,chat,standard,team_c,1,82.59053057,1
2453,09-02-2023 21:00,11-02-2023 21:00,48:21.5,P4,software,chat,standard,team_b,1,3.365643232,1
2454,30-09-2023 03:00,02-10-2023 03:00,28:17.8,P4,software,email,standard,team_d,1,1.263525533,0
2455,11-04-2023 18:00,13-04-2023 18:00,09:26.3,P4,software,email,standard,team_c,0,80.79458108,1
2456,25-12-2023 13:00,25-12-2023 17:00,45:29.5,P1,billing,phone,standard,team_c,1,3.460986154,0
2457,04-11-2023 13:00,05-11-2023 13:00,22:37.7,P3,network,portal,standard,team_a,2,22.78298208,0
2458,09-08-2023 17:00,10-08-2023 17:00,43:48.9,P3,billing,chat,standard,team_a,0,8.782054938,1
2459,04-11-2023 16:00,06-11-2023 16:00,34:34.7,P4,billing,portal,standard,team_c,1,208.2326632,1
2460,04-05-2023 17:00,05-05-2023 01:00,30:13.9,P2,billing,phone,enterprise,team_d,0,22.82242668,1
2461,19-08-2023 17:00,19-08-2023 21:00,21:51.1,P1,hardware,chat,standard,team_a,1,3.403549317,0
2462,27-06-2023 04:00,28-06-2023 04:00,00:53.4,P3,network,email,standard,team_d,0,179.2748261,1
2463,04-03-2023 08:00,06-03-2023 08:00,59:27.2,P4,hardware,portal,standard,team_d,0,56.30365017,0
2464,26-04-2023 00:00,28-04-2023 00:00,27:58.2,P4,hardware,phone,standard,team_d,1,2.206627958,1
2465,10-07-2023 03:00,11-07-2023 03:00,32:47.4,P3,network,chat,standard,team_d,1,107.5155433,1
2466,03-03-2023 06:00,05-03-2023 06:00,08:52.7,P4,hardware,chat,standard,team_d,1,9.929898493,0
2467,13-09-2023 10:00,13-09-2023 14:00,25:06.7,P1,hardware,portal,standard,team_c,0,97.30164475,1
2468,07-01-2023 13:00,08-01-2023 13:00,30:32.4,P3,billing,phone,enterprise,team_b,2,55.39163216,1
2469,04-06-2023 09:00,06-06-2023 09:00,31:49.9,P4,software,phone,standard,team_c,1,11.6963449,0
2470,02-04-2023 18:00,03-04-2023 02:00,51:04.4,P2,network,phone,standard,team_c,0,83.80445689,1
2471,14-01-2023 07:00,14-01-2023 15:00,37:14.0,P2,billing,portal,standard,team_c,1,36.3636957,1
2472,17-08-2023 02:00,19-08-2023 02:00,51:32.8,P4,network,portal,enterprise,team_c,1,60.98339671,1
2473,27-03-2023 07:00,28-03-2023 07:00,03:31.1,P3,software,email,standard,team_a,1,122.1894363,0
2474,13-05-2023 17:00,15-05-2023 17:00,57:16.8,P4,network,portal,standard,team_d,0,18.09048196,1
2475,02-07-2023 04:00,02-07-2023 12:00,32:08.7,P2,hardware,email,standard,team_b,1,27.3396673,0
2476,03-03-2023 19:00,04-03-2023 19:00,27:29.0,P3,network,chat,standard,team_d,1,354.2464685,0
